사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2022072400100025,2022년 7월 24일 01시,일요일,경상북도 칠곡군 지천면,사망사고,1,0,2,0,차대차 - 추돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,21세,사망,승용,남,40세,경상
2022072400100033,2022년 7월 24일 02시,일요일,충청북도 청주시 흥덕구 강내면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,35세,상해없음,화물,남,54세,경상
2022072400100060,2022년 7월 24일 06시,일요일,경상남도 양산시 동면,사망사고,1,1,0,1,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,34세,부상신고,승용,남,43세,사망
2022072400100097,2022년 7월 24일 10시,일요일,경상북도 경산시 진량읍,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,기타 - 기타,승용,남,32세,상해없음,승용,남,39세,경상
2022072400100199,2022년 7월 24일 15시,일요일,울산광역시 울주군 두서면,경상사고,0,0,2,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,25세,부상신고
2022072400100290,2022년 7월 24일 18시,일요일,충청북도 청주시 흥덕구 옥산면,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,여,48세,경상
2022072500100024,2022년 7월 25일 04시,월요일,경기도 성남시 분당구 판교동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,63세,상해없음,화물,남,50세,경상
2022072600100158,2022년 7월 26일 10시,화요일,경기도 화성시 방교동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,남,43세,경상
2022072600100169,2022년 7월 26일 10시,화요일,경상북도 영천시 금호읍,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,경상,,,,
2022072600100442,2022년 7월 26일 17시,화요일,서울특별시 서초구 원지동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,77세,상해없음,승용,여,39세,경상
2022072700100207,2022년 7월 27일 12시,수요일,서울특별시 서초구 양재동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,남,72세,경상
2022072700100510,2022년 7월 27일 20시,수요일,대구광역시 동구 부동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,기타 - 기타,화물,남,40세,상해없음,승용,남,51세,경상
2022072800100158,2022년 7월 28일 10시,목요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,58세,상해없음,승용,남,32세,경상
2022072800100192,2022년 7월 28일 11시,목요일,충청북도 옥천군 군북면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,37세,경상
2022072800100571,2022년 7월 28일 21시,목요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,승용,여,31세,경상
2022072800100572,2022년 7월 28일 21시,목요일,경기도 성남시 분당구 삼평동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,54세,경상
2022072900100029,2022년 7월 29일 02시,금요일,경기도 성남시 수정구 금토동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,화물,남,50세,경상
2022072900100551,2022년 7월 29일 20시,금요일,경기도 용인시 처인구 남사읍,중상사고,0,1,0,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승용,여,41세,중상
2022073000100162,2022년 7월 30일 10시,토요일,대구광역시 북구 사수동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,남,50세,중상
2022073000100182,2022년 7월 30일 11시,토요일,경기도 안성시 원곡면,중상사고,0,1,6,0,차대차 - 기타,안전거리미확보,젖음/습기,맑음,단일로 - 기타,승용,여,41세,상해없음,승합,남,50세,중상
2022073000100208,2022년 7월 30일 12시,토요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,47세,경상
2022073000100514,2022년 7월 30일 21시,토요일,경기도 용인시 기흥구 신갈동,부상신고사고,0,0,0,2,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,승용,남,47세,부상신고
2022073100100039,2022년 7월 31일 02시,일요일,경상북도 영천시 금호읍,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,,,,
2022073100100089,2022년 7월 31일 10시,일요일,경기도 성남시 수정구 금토동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,45세,상해없음
2022073100100212,2022년 7월 31일 14시,일요일,충청남도 천안시 동남구 수신면,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,35세,상해없음,승용,남,34세,경상
2022073100100240,2022년 7월 31일 15시,일요일,경기도 용인시 기흥구 고매동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,45세,상해없음,승용,여,56세,중상
2022073100100409,2022년 7월 31일 21시,일요일,경기도 용인시 처인구 남사읍,중상사고,0,3,19,2,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,62세,상해없음,화물,남,54세,중상
2022073100100410,2022년 7월 31일 21시,일요일,경기도 화성시 방교동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,여,26세,경상
2022080100100005,2022년 8월 1일 00시,월요일,충청북도 청주시 흥덕구 석소동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,49세,상해없음,승용,남,68세,중상
2022080100100470,2022년 8월 1일 21시,월요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,여,38세,중상
2022080200100125,2022년 8월 2일 09시,화요일,대구광역시 북구 노곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,건설기계,남,65세,상해없음,승용,여,54세,경상
2022080200100236,2022년 8월 2일 13시,화요일,경기도 성남시 분당구 삼평동,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,29세,경상
2022080200100371,2022년 8월 2일 17시,화요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,41세,경상
2022080200100450,2022년 8월 2일 19시,화요일,경기도 성남시 수정구 금토동,중상사고,0,1,1,1,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,화물,남,73세,부상신고,승용,남,51세,중상
2022080300100050,2022년 8월 3일 04시,수요일,대구광역시 북구 동변동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,42세,경상
2022080300100533,2022년 8월 3일 22시,수요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,여,51세,경상
2022080500100085,2022년 8월 5일 08시,금요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,30세,경상
2022080500100146,2022년 8월 5일 10시,금요일,서울특별시 서초구 신원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,남,45세,경상
2022080500100505,2022년 8월 5일 19시,금요일,경상북도 구미시 광평동,중상사고,0,2,0,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,61세,중상
2022080600100267,2022년 8월 6일 14시,토요일,경상북도 칠곡군 석적읍,경상사고,0,0,2,0,차대차 - 추돌,차로위반,건조,맑음,단일로 - 교량,화물,남,64세,상해없음,승용,남,59세,경상
2022080700100086,2022년 8월 7일 10시,일요일,경상북도 경주시 건천읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,남,24세,경상
2022080700100203,2022년 8월 7일 15시,일요일,부산광역시 금정구 두구동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승용,여,53세,중상
2022080800100075,2022년 8월 8일 08시,월요일,경기도 용인시 처인구 남사읍,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,41세,기타불명,승용,여,63세,중상
2022080800100124,2022년 8월 8일 10시,월요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,33세,상해없음,승용,남,49세,경상
2022080800100244,2022년 8월 8일 14시,월요일,경기도 성남시 분당구 궁내동,중상사고,0,2,22,3,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승합,남,59세,상해없음,승합,남,48세,경상
2022080800100366,2022년 8월 8일 17시,월요일,충청북도 옥천군 동이면,중상사고,0,2,1,0,차대차 - 추돌,차로위반,젖음/습기,비,단일로 - 터널,승용,남,55세,상해없음,화물,남,60세,경상
2022080900100040,2022년 8월 9일 06시,화요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,젖음/습기,비,기타 - 기타,승용,남,33세,상해없음,승용,남,62세,경상
2022081000100155,2022년 8월 10일 11시,수요일,경기도 용인시 기흥구 공세동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,71세,경상,승용,여,36세,경상
2022081000100423,2022년 8월 10일 19시,수요일,경기도 화성시 방교동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,59세,상해없음,화물,남,25세,경상
2022081100100331,2022년 8월 11일 17시,목요일,부산광역시 금정구 노포동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,20세,상해없음,승용,남,28세,경상
2022081100100431,2022년 8월 11일 20시,목요일,경기도 용인시 처인구 남사읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,56세,상해없음,승용,남,40세,경상
2022081200100131,2022년 8월 12일 09시,금요일,경상북도 칠곡군 지천면,경상사고,0,0,2,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,남,34세,경상
2022081200100299,2022년 8월 12일 14시,금요일,서울특별시 서초구 원지동,중상사고,0,1,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,53세,상해없음,승용,남,34세,중상
2022081300100144,2022년 8월 13일 11시,토요일,대전광역시 대덕구 비래동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,71세,상해없음,화물,남,37세,경상
2022081300100218,2022년 8월 13일 13시,토요일,경상남도 양산시 하북면,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,여,47세,경상
2022081400100060,2022년 8월 14일 07시,일요일,충청남도 천안시 동남구 성남면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,24세,상해없음,승용,남,28세,경상
2022081400100116,2022년 8월 14일 11시,일요일,대구광역시 동구 불로동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,36세,경상
2022081500100012,2022년 8월 15일 01시,월요일,경상북도 구미시 도량동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,남,40세,경상
2022081600100286,2022년 8월 16일 14시,화요일,경기도 안성시 원곡면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,36세,상해없음,승용,여,64세,경상
2022081600100289,2022년 8월 16일 14시,화요일,충청북도 청주시 서원구 남이면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,44세,상해없음,특수,남,45세,경상
2022081600100291,2022년 8월 16일 14시,화요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,12,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,30세,기타불명,승용,남,69세,상해없음
2022081600100317,2022년 8월 16일 15시,화요일,경기도 용인시 수지구 죽전동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,남,66세,경상
2022081800100298,2022년 8월 18일 14시,목요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,30세,기타불명,승합,남,53세,경상
2022081900100141,2022년 8월 19일 09시,금요일,대구광역시 동구 둔산동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,68세,상해없음,화물,남,57세,경상
2022081900100424,2022년 8월 19일 17시,금요일,대구광역시 북구 금호동,중상사고,0,2,2,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,중상,승용,남,49세,부상신고
2022081900100576,2022년 8월 19일 21시,금요일,경기도 성남시 분당구 금곡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,44세,상해없음,화물,남,47세,경상
2022082000100120,2022년 8월 20일 09시,토요일,대구광역시 달성군 하빈면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,40세,상해없음,화물,남,65세,경상
2022082000100175,2022년 8월 20일 11시,토요일,경기도 평택시 월곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,여,28세,경상
2022082000100177,2022년 8월 20일 11시,토요일,경기도 성남시 분당구 궁내동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,48세,경상
2022082000100514,2022년 8월 20일 19시,토요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,기타불명,기타불명,미분류,기타불명,승용,남,38세,경상
2022082200100210,2022년 8월 22일 11시,월요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,특수,남,52세,경상
2022082200100409,2022년 8월 22일 18시,월요일,경기도 성남시 분당구 궁내동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,승용,남,49세,상해없음,승용,남,33세,경상
2022082300100259,2022년 8월 23일 13시,화요일,충청남도 천안시 서북구 입장면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,흐림,단일로 - 기타,화물,남,48세,상해없음,승용,남,61세,경상
2022082300100329,2022년 8월 23일 15시,화요일,경기도 화성시 방교동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,여,36세,경상
2022082300100480,2022년 8월 23일 18시,화요일,경기도 안성시 미양면,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,32세,경상
2022082400100020,2022년 8월 24일 01시,수요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,중상,화물,남,52세,상해없음
2022082400100101,2022년 8월 24일 08시,수요일,대전광역시 대덕구 목상동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,81세,상해없음,승용,남,33세,경상
2022082400100586,2022년 8월 24일 22시,수요일,울산광역시 울주군 두서면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,여,40세,경상
2022082500100152,2022년 8월 25일 10시,목요일,충청남도 천안시 동남구 구성동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,주차장 - 주차장,화물,남,48세,상해없음,보행자,남,56세,경상
2022082500100284,2022년 8월 25일 14시,목요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,21세,경상
2022082600100327,2022년 8월 26일 15시,금요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,여,43세,경상
2022082600100365,2022년 8월 26일 16시,금요일,경상남도 양산시 하북면,중상사고,0,2,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,76세,중상,승용,여,32세,중상
2022082600100380,2022년 8월 26일 16시,금요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,여,35세,경상
2022082600100415,2022년 8월 26일 17시,금요일,서울특별시 서초구 양재동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,37세,상해없음,승용,남,47세,경상
2022082600100523,2022년 8월 26일 19시,금요일,경기도 용인시 기흥구 고매동,중상사고,0,2,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,승용,여,25세,중상
2022082700100334,2022년 8월 27일 14시,토요일,경기도 성남시 분당구 삼평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,51세,상해없음,승용,남,27세,경상
2022082800100053,2022년 8월 28일 06시,일요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,38세,경상
2022082800100241,2022년 8월 28일 14시,일요일,경상남도 양산시 하북면,부상신고사고,0,0,0,5,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,37세,부상신고
2022082800100242,2022년 8월 28일 14시,일요일,경상남도 양산시 상북면,중상사고,0,2,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,77세,중상,승용,남,69세,상해없음
2022082800100356,2022년 8월 28일 17시,일요일,경상북도 경산시 진량읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,45세,상해없음,승용,남,24세,경상
2022082800100378,2022년 8월 28일 18시,일요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,61세,상해없음,승용,여,48세,경상
2022082800100382,2022년 8월 28일 18시,일요일,충청남도 천안시 동남구 목천읍,중상사고,0,1,7,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승합,남,72세,기타불명,승합,남,50세,경상
2022082900100096,2022년 8월 29일 08시,월요일,경기도 성남시 분당구 백현동,중상사고,0,2,7,17,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,남,60세,상해없음,승합,남,57세,경상
2022082900100144,2022년 8월 29일 09시,월요일,경기도 성남시 분당구 판교동,경상사고,0,0,1,1,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승합,남,61세,상해없음,승용,남,36세,부상신고
2022082900100311,2022년 8월 29일 14시,월요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,50세,상해없음,승용,남,28세,경상
2022082900100423,2022년 8월 29일 17시,월요일,충청남도 천안시 서북구 입장면,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,68세,상해없음,승용,남,23세,경상
2022082900100430,2022년 8월 29일 17시,월요일,경상북도 김천시 농소면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,59세,상해없음,화물,남,57세,중상
2022083000100025,2022년 8월 30일 02시,화요일,경기도 용인시 처인구 남사읍,중상사고,0,2,4,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,58세,중상,화물,남,59세,상해없음
2022083000100328,2022년 8월 30일 15시,화요일,경기도 용인시 기흥구 고매동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승합,남,59세,경상
2022083000100584,2022년 8월 30일 22시,화요일,경상북도 구미시 사곡동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,50세,상해없음,승용,남,40세,중상
2022083100100098,2022년 8월 31일 08시,수요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,29세,경상
2022083100100191,2022년 8월 31일 11시,수요일,대구광역시 동구 부동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,63세,상해없음,승용,여,33세,경상
2022083100100511,2022년 8월 31일 21시,수요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,65세,상해없음,승용,여,43세,경상
2022090100100235,2022년 9월 1일 12시,목요일,경기도 평택시 진위면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,70세,상해없음,화물,남,56세,경상
2022090100100291,2022년 9월 1일 13시,목요일,경상북도 칠곡군 지천면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,화물,남,60세,경상
2022090100100569,2022년 9월 1일 20시,목요일,경기도 용인시 기흥구 보라동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,승용,남,41세,상해없음
2022090200100030,2022년 9월 2일 03시,금요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,남,28세,경상
2022090200100487,2022년 9월 2일 17시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,77세,상해없음,승용,남,57세,경상
2022090400100079,2022년 9월 4일 08시,일요일,경상북도 경산시 하양읍,중상사고,0,1,0,0,차대차 - 추돌,신호위반,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,53세,중상
2022090400100105,2022년 9월 4일 10시,일요일,경기도 안성시 원곡면,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,41세,중상,승합,남,58세,경상
2022090400100230,2022년 9월 4일 14시,일요일,대구광역시 동구 부동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,경상,승용,남,24세,경상
2022090400100440,2022년 9월 4일 21시,일요일,경기도 성남시 분당구 삼평동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,화물,남,55세,상해없음,승용,남,31세,경상
2022090500100064,2022년 9월 5일 07시,월요일,경기도 평택시 월곡동,중상사고,0,1,2,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,비,단일로 - 기타,화물,남,38세,중상,화물,남,57세,경상
2022090500100100,2022년 9월 5일 08시,월요일,경기도 용인시 기흥구 상갈동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,기타 - 기타,승용,남,34세,상해없음,승용,남,36세,경상
2022090500100176,2022년 9월 5일 10시,월요일,경기도 용인시 기흥구 고매동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,남,69세,상해없음,승용,남,21세,중상
2022090500100635,2022년 9월 5일 22시,월요일,경상북도 칠곡군 석적읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,특수,남,69세,상해없음,승용,남,21세,중상
2022090600100050,2022년 9월 6일 05시,화요일,경기도 오산시 부산동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,40세,상해없음,화물,남,57세,상해없음
2022090800100056,2022년 9월 8일 06시,목요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대차 - 추돌,기타,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,남,36세,경상
2022090800100406,2022년 9월 8일 15시,목요일,경상남도 양산시 산막동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,남,36세,경상
2022090800100411,2022년 9월 8일 15시,목요일,서울특별시 서초구 원지동,부상신고사고,0,0,0,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,30세,상해없음,승용,남,59세,부상신고
2022090800100561,2022년 9월 8일 17시,목요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,33세,경상
2022090800100683,2022년 9월 8일 19시,목요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,여,44세,상해없음
2022090800100763,2022년 9월 8일 21시,목요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,6,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,38세,경상
2022090900100459,2022년 9월 9일 20시,금요일,경기도 안성시 공도읍,경상사고,0,0,7,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,68세,경상,승용,남,47세,경상
2022091200100090,2022년 9월 12일 09시,월요일,충청북도 청주시 흥덕구 석곡동,경상사고,0,0,4,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,35세,경상,승용,남,40세,경상
